zone_name,season,month,latitude,longitude,rainfall_mm,temperature_deg_c,humidity_pct,river_discharge_m3_s,water_level_m,elevation_m,land_cover,soil_type,population_density,infrastructure,historical_floods,flood_occurred,distance_to_phagwara_km,infrastructure_risk_score,infrastructure_risk_label
Railway Colony,Post-Monsoon,10,31.229274,75.755672,38.71,30.33,63.97,2049.22,2.92,246.45,Built-up,Silt Loam,6854.63,0,0,0,1.553401815604548,27.9,Low
College District,Winter,1,31.236509,75.763507,17.46,20.04,61.35,1615.86,2.63,243.81,Mixed Use,Loam,7193.08,1,0,0,1.5542050607969367,33.46,Low
College District,Monsoon,7,31.2348,75.760173,158.87,30.28,89.01,2502.94,4.58,247.2,Mixed Use,Loam,5410.98,0,0,1,1.5694482688296907,37.08,Low
College District,Monsoon,9,31.235738,75.76154,145.12,35.45,81.08,3270.83,5.49,245.21,Mixed Use,Loam,5844.76,1,0,1,1.574412103058118,49.23,Medium
Industrial Belt,Pre-Monsoon,4,31.210131,75.77428,63.83,40.43,40.11,2115.25,4.23,249.85,Industrial,Clay Loam,5720.73,1,0,0,1.577269811100802,38.88,Low
College District,Winter,1,31.236785,75.763346,21.02,16.8,72.5,1810.35,2.91,246.46,Mixed Use,Loam,6200.86,1,0,0,1.5885004223570627,33.43,Low
Industrial Belt,Monsoon,6,31.216409,75.785079,206.78,30.35,94.6,3116.42,6.34,250.98,Industrial,Clay Loam,5324.47,1,1,1,1.5987926170308326,67.21,Medium
Industrial Belt,Monsoon,8,31.211125,75.778358,204.27,32.2,72.39,3167.97,5.85,240.62,Industrial,Clay Loam,4981.51,1,0,1,1.6019183599700442,51.57,Medium
College District,Pre-Monsoon,5,31.237683,75.76539,37.66,41.07,48.52,1736.18,3.24,247.29,Mixed Use,Loam,6900.0,1,1,0,1.6060815617074558,49.84,Medium
College District,Monsoon,7,31.235035,75.759855,173.3,35.31,76.77,3290.69,6.21,245.02,Mixed Use,Loam,5774.41,1,0,1,1.6089212232730965,52.32,Medium
College District,Monsoon,7,31.237578,75.764446,217.47,25.76,86.33,3311.66,5.74,249.18,Mixed Use,Loam,6697.84,1,0,1,1.6261926653288972,54.75,Medium
Industrial Belt,Winter,12,31.211436,75.779682,131.69,17.23,66.28,2862.05,5.21,246.92,Industrial,Clay Loam,5325.95,1,1,1,1.6325298502638452,60.07,Medium
Canal Edge,Winter,3,31.233879,75.783508,19.89,21.47,64.65,2242.29,4.0,244.32,Agricultural,Alluvial,2530.84,0,0,0,1.6330085612734386,24.01,Low
College District,Post-Monsoon,11,31.236455,75.761681,0.0,25.32,50.44,1440.09,2.71,248.77,Mixed Use,Loam,6592.43,1,0,0,1.6339570486337887,31.46,Low
College District,Pre-Monsoon,5,31.236451,75.761497,97.13,40.88,52.11,2070.42,4.09,248.68,Mixed Use,Loam,5156.01,0,1,1,1.6429327867982864,45.3,Medium
College District,Winter,2,31.235622,75.759915,88.36,20.46,70.17,2295.41,3.87,242.92,Mixed Use,Loam,6408.13,0,0,1,1.6556631595754565,32.69,Low
Industrial Belt,Monsoon,9,31.213603,75.783337,237.89,33.72,99.0,3473.64,7.47,244.25,Industrial,Clay Loam,5923.97,1,1,1,1.6606792777282582,73.27,Critical
College District,Monsoon,9,31.232598,75.756414,205.13,29.8,71.92,3166.35,6.09,247.03,Mixed Use,Loam,5922.24,0,0,1,1.6688675644174593,45.5,Medium
Industrial Belt,Monsoon,7,31.21302,75.782768,225.1,33.74,99.0,3828.66,6.82,246.46,Industrial,Clay Loam,4744.17,1,0,1,1.6690930497382874,56.37,Medium
Industrial Belt,Monsoon,6,31.211679,75.780864,177.37,29.85,79.53,2878.27,6.19,248.17,Industrial,Clay Loam,4944.13,1,1,1,1.6711950004175717,64.21,Medium
Railway Colony,Monsoon,6,31.237374,75.762756,146.06,32.13,87.57,2656.99,5.07,245.59,Built-up,Silt Loam,8097.4,0,0,0,1.6722738239952086,41.78,Medium
Canal Edge,Winter,12,31.232531,75.785584,29.95,19.88,68.73,2204.07,3.63,241.71,Agricultural,Alluvial,2536.07,1,1,1,1.6958456394927317,45.53,Medium
College District,Post-Monsoon,11,31.235368,75.75886,81.81,28.65,64.51,2467.56,3.68,251.82,Mixed Use,Loam,5406.66,0,1,0,1.6990363779462165,44.96,Medium
College District,Winter,12,31.228928,75.753886,29.67,16.16,60.5,1788.95,3.38,247.61,Mixed Use,Loam,5307.91,0,0,0,1.6990657709381924,25.69,Low
Industrial Belt,Winter,12,31.213964,75.784281,14.56,20.58,57.42,2082.73,3.21,245.7,Industrial,Clay Loam,5619.02,1,0,0,1.6996307603865715,33.74,Low
College District,Winter,2,31.236675,75.760735,15.77,15.45,51.67,2131.74,2.44,253.18,Mixed Use,Loam,6241.3,0,1,0,1.7035959521053634,38.95,Low
Industrial Belt,Post-Monsoon,10,31.211954,75.781875,53.43,26.8,63.98,2609.33,3.66,239.55,Industrial,Clay Loam,4696.24,1,0,1,1.703906696750005,36.88,Low
College District,Winter,3,31.232313,75.755745,31.38,20.45,54.21,1813.18,2.43,251.29,Mixed Use,Loam,5839.97,1,1,0,1.703996390592089,46.3,Medium
Industrial Belt,Winter,12,31.213543,75.783928,2.52,19.56,79.77,2097.28,3.55,241.04,Industrial,Clay Loam,5553.61,1,0,0,1.706015124640069,33.91,Low
Industrial Belt,Post-Monsoon,10,31.216112,75.786191,64.29,32.66,59.68,2480.53,3.32,242.44,Industrial,Clay Loam,5536.85,1,1,1,1.706260466890444,51.44,Medium
Industrial Belt,Monsoon,9,31.21248,75.782662,141.72,34.1,82.59,2921.4,4.96,245.25,Industrial,Clay Loam,4819.06,0,0,1,1.7068284543156653,37.42,Low
College District,Winter,1,31.236633,75.760525,0.81,18.4,59.3,1429.87,1.87,242.53,Mixed Use,Loam,5658.57,1,1,0,1.711056048275173,42.16,Medium
College District,Winter,12,31.237447,75.761998,0.0,13.95,66.54,1184.23,2.32,248.57,Mixed Use,Loam,6170.18,0,0,0,1.7135190902477129,21.25,Low
College District,Monsoon,9,31.231442,75.754933,162.5,28.98,72.45,2847.0,5.34,241.31,Mixed Use,Loam,5869.87,0,1,1,1.7207440219731045,54.64,Medium
Industrial Belt,Post-Monsoon,11,31.211724,75.781947,69.29,25.14,53.02,2278.15,4.38,242.73,Industrial,Clay Loam,5108.89,0,1,1,1.7282754231590243,45.1,Medium
Canal Edge,Post-Monsoon,10,31.233091,75.785619,97.63,26.77,58.7,2794.08,5.27,236.0,Agricultural,Alluvial,2244.82,1,0,1,1.734146184933951,40.02,Medium
Industrial Belt,Pre-Monsoon,5,31.212638,75.783321,65.13,37.42,45.65,2125.35,4.08,244.65,Industrial,Clay Loam,5846.97,1,1,0,1.736048237155821,52.79,Medium
College District,Winter,12,31.229258,75.753399,10.84,17.72,52.74,2112.35,3.22,247.89,Mixed Use,Loam,5149.8,1,1,0,1.754841381260456,47.0,Medium
Industrial Belt,Monsoon,7,31.208716,75.775449,185.07,32.29,61.24,3375.19,5.79,241.14,Industrial,Clay Loam,6102.94,1,1,1,1.7560648403370178,66.59,Medium
College District,Winter,1,31.237162,75.760549,14.6,17.2,66.97,1575.04,3.11,255.47,Mixed Use,Loam,5859.78,0,0,0,1.7584003518296956,24.48,Low
Industrial Belt,Monsoon,9,31.213574,75.784707,196.82,31.41,89.31,3510.19,5.55,241.15,Industrial,Clay Loam,5552.83,1,0,1,1.7586713951426298,52.19,Medium
College District,Monsoon,8,31.234303,75.756745,205.34,33.21,86.04,3236.99,5.69,244.35,Mixed Use,Loam,5514.45,1,1,1,1.7602359767179334,66.17,Medium
Industrial Belt,Winter,1,31.209465,75.778158,83.18,17.09,59.19,2526.74,4.58,243.2,Industrial,Clay Loam,5077.13,1,0,1,1.7611807561597566,40.89,Medium
College District,Pre-Monsoon,4,31.229685,75.753496,71.58,34.87,56.0,2259.73,4.88,253.1,Mixed Use,Loam,6362.25,1,1,1,1.7626100011442498,56.11,Medium
College District,Post-Monsoon,10,31.234206,75.75659,13.72,28.51,66.32,1657.34,2.64,244.05,Mixed Use,Loam,5478.57,0,0,0,1.7644952630607627,23.0,Low
Industrial Belt,Winter,2,31.210328,75.780272,56.13,12.4,63.94,2108.16,3.83,240.23,Industrial,Clay Loam,5675.76,1,0,0,1.7670631308708364,37.46,Low
Industrial Belt,Monsoon,6,31.213556,75.784875,155.02,31.85,85.12,3552.32,5.13,245.04,Industrial,Clay Loam,5603.26,1,1,1,1.772027046658661,63.27,Medium
Industrial Belt,Winter,1,31.210937,75.781522,60.02,19.22,50.07,2824.98,3.31,249.35,Industrial,Clay Loam,6064.0,1,1,0,1.7746727625377388,52.86,Medium
Industrial Belt,Monsoon,7,31.20876,75.7765,185.14,35.16,77.86,3271.3,5.22,241.35,Industrial,Clay Loam,4289.54,1,0,1,1.7791904453374532,48.41,Medium
Industrial Belt,Pre-Monsoon,5,31.213597,75.785026,48.63,37.38,63.29,2695.43,3.98,239.83,Industrial,Clay Loam,5718.89,1,1,1,1.7799310725372197,53.07,Medium
Industrial Belt,Winter,1,31.216637,75.787564,59.95,15.7,73.57,2470.4,3.96,246.4,Industrial,Clay Loam,6519.84,0,1,0,1.7920735282270341,46.11,Medium
Industrial Belt,Winter,2,31.211582,75.782886,75.28,15.88,67.04,2489.13,3.63,241.87,Industrial,Clay Loam,6298.87,1,1,0,1.7965444942398578,53.82,Medium
Industrial Belt,Winter,3,31.217043,75.787906,37.42,19.96,57.73,2245.87,3.63,243.46,Industrial,Clay Loam,5662.95,1,1,0,1.8012147251955246,50.39,Medium
College District,Winter,12,31.234117,75.755983,58.34,15.06,62.72,1851.3,3.05,246.03,Mixed Use,Loam,6210.13,0,1,0,1.80287939256288,41.76,Medium
College District,Monsoon,6,31.237097,75.759588,138.74,34.99,75.43,3008.19,4.56,245.81,Mixed Use,Loam,6688.53,0,1,1,1.804809419958178,53.16,Medium
College District,Post-Monsoon,11,31.235509,75.757369,28.77,30.52,53.18,1645.69,3.54,249.24,Mixed Use,Loam,5747.3,1,0,0,1.8079259417915248,34.26,Low
Industrial Belt,Pre-Monsoon,4,31.211016,75.782282,71.17,34.95,48.71,2359.45,3.73,242.89,Industrial,Clay Loam,6165.99,1,0,1,1.8101438920847286,39.33,Low
Industrial Belt,Post-Monsoon,11,31.214909,75.786613,30.46,30.34,49.62,2039.92,4.04,240.24,Industrial,Clay Loam,5965.34,0,0,1,1.8118984540002536,28.9,Low
Industrial Belt,Winter,12,31.208799,75.777779,57.44,15.33,52.26,2192.63,4.06,246.42,Industrial,Clay Loam,4510.84,1,1,1,1.8158986575759177,50.67,Medium
College District,Post-Monsoon,11,31.238474,75.761687,82.61,29.24,53.66,2594.51,3.51,246.52,Mixed Use,Loam,6241.18,0,0,0,1.8278550113362846,32.1,Low
College District,Winter,12,31.233854,75.755361,85.25,17.92,52.28,2233.26,3.95,244.48,Mixed Use,Loam,6971.57,1,1,0,1.8318237871968932,55.35,Medium
Industrial Belt,Winter,2,31.210202,75.781397,38.98,15.39,62.02,2270.06,3.64,250.57,Industrial,Clay Loam,4965.21,1,1,0,1.8356141901162089,49.58,Medium
College District,Pre-Monsoon,5,31.233162,75.75469,28.5,35.73,44.87,1830.12,2.66,250.47,Mixed Use,Loam,4856.66,1,0,0,1.839641439375871,31.38,Low
Industrial Belt,Post-Monsoon,10,31.212703,75.785078,62.62,28.39,56.71,2362.47,3.92,247.11,Industrial,Clay Loam,5335.51,1,0,1,1.8497136083018761,38.2,Low
Industrial Belt,Post-Monsoon,10,31.210469,75.782188,49.28,31.49,64.09,2225.19,3.87,243.79,Industrial,Clay Loam,5408.18,1,0,1,1.8537841343257486,37.15,Low
Industrial Belt,Monsoon,6,31.214196,75.786652,148.77,30.19,89.32,3166.9,5.59,243.77,Industrial,Clay Loam,6160.34,1,0,1,1.8603047727229882,49.82,Medium
College District,Winter,2,31.234476,75.755545,44.58,16.85,67.51,2298.83,3.33,254.31,Mixed Use,Loam,6452.82,1,0,0,1.8603372912172176,37.27,Low
Canal Edge,Pre-Monsoon,5,31.234399,75.78615,142.67,35.14,47.44,2980.58,5.59,237.19,Agricultural,Alluvial,2788.96,0,1,1,1.8620601996426027,50.3,Medium
College District,Monsoon,8,31.237612,75.759171,180.37,29.46,86.42,3079.59,5.75,246.41,Mixed Use,Loam,5114.07,1,0,1,1.8744361793945021,50.08,Medium
College District,Winter,1,31.237974,75.75964,23.39,18.79,62.45,1679.66,2.97,248.93,Mixed Use,Loam,5655.99,0,1,0,1.8815827985745164,38.58,Low
Canal Edge,Monsoon,8,31.234067,75.786758,180.26,32.7,83.06,3648.58,5.78,241.39,Agricultural,Alluvial,3206.7,0,1,1,1.8855654808198077,55.0,Medium
Industrial Belt,Monsoon,7,31.212022,75.784914,170.12,31.06,87.27,3519.73,5.96,244.26,Industrial,Clay Loam,4914.97,1,1,1,1.8908530355690691,64.97,Medium
College District,Winter,2,31.240702,75.766848,0.0,19.49,51.93,1771.67,2.56,245.75,Mixed Use,Loam,6455.54,0,0,0,1.8948088190897485,23.8,Low
Industrial Belt,Winter,2,31.208417,75.779089,8.69,22.73,55.86,2120.13,2.68,244.28,Industrial,Clay Loam,4988.38,1,0,0,1.9036181162839207,31.4,Low
Industrial Belt,Pre-Monsoon,4,31.20951,75.781638,71.43,33.87,45.31,2782.94,4.07,245.58,Industrial,Clay Loam,5230.08,1,0,1,1.9126518790874103,39.97,Low
Canal Edge,Monsoon,6,31.230088,75.789649,222.17,30.46,84.11,4106.8,7.11,246.65,Agricultural,Alluvial,1844.5,1,0,1,1.9158421617136203,53.6,Medium
Industrial Belt,Winter,12,31.212349,75.785712,58.07,16.73,66.76,2328.02,3.1,244.03,Industrial,Clay Loam,4684.63,1,1,1,1.920739716680137,49.0,Medium
Canal Edge,Post-Monsoon,11,31.225369,75.79097,84.83,32.42,71.97,2838.97,4.03,245.71,Agricultural,Alluvial,2126.23,0,1,1,1.9239433100151235,42.35,Medium
Canal Edge,Post-Monsoon,11,31.227089,75.790769,83.32,31.22,59.75,2484.71,4.6,240.86,Agricultural,Alluvial,2998.56,0,1,1,1.9295988505580655,43.92,Medium
College District,Pre-Monsoon,4,31.239173,75.760927,76.11,41.56,51.94,2201.25,2.99,242.33,Mixed Use,Loam,4706.8,0,1,0,1.9307311117937755,41.33,Medium
Industrial Belt,Monsoon,9,31.209703,75.782331,164.45,31.17,76.11,3041.76,5.24,245.83,Industrial,Clay Loam,5249.12,1,0,1,1.9312493014774688,48.15,Medium
College District,Pre-Monsoon,4,31.23408,75.754241,40.93,36.49,67.92,1918.66,2.87,252.03,Mixed Use,Loam,5284.01,0,0,0,1.9326863181245222,25.34,Low
Canal Edge,Monsoon,6,31.234846,75.786789,202.25,31.53,80.49,3465.43,5.9,236.22,Agricultural,Alluvial,2947.28,0,1,1,1.9405467081081418,55.53,Medium
Industrial Belt,Monsoon,7,31.210459,75.783682,178.57,29.81,83.32,3332.66,5.94,251.32,Industrial,Clay Loam,5618.56,1,1,1,1.941071254601551,65.83,Medium
College District,Winter,3,31.233497,75.753626,52.13,19.87,63.0,1860.8,2.95,251.59,Mixed Use,Loam,4917.71,0,0,0,1.9446675994484246,25.42,Low
Canal Edge,Monsoon,7,31.234893,75.786817,221.46,32.33,91.39,4028.74,6.57,242.95,Agricultural,Alluvial,2925.13,0,1,1,1.945881645966675,59.57,Medium
Industrial Belt,Monsoon,6,31.214515,75.788033,206.23,31.52,81.34,3262.91,5.86,243.01,Industrial,Clay Loam,5556.94,1,1,1,1.948796536248946,66.75,Medium
Industrial Belt,Monsoon,9,31.209766,75.78278,197.01,36.36,83.61,3257.83,6.68,246.21,Industrial,Clay Loam,5872.47,0,1,1,1.9501183740991979,60.68,Medium
Industrial Belt,Monsoon,6,31.213571,75.787322,229.25,33.46,81.95,3577.19,7.18,246.71,Industrial,Clay Loam,4355.93,1,0,1,1.9527532859563834,56.22,Medium
Industrial Belt,Winter,2,31.209741,75.782996,85.71,17.16,64.31,2802.71,4.78,242.8,Industrial,Clay Loam,5422.22,1,0,1,1.9644318829624876,42.71,Medium
College District,Post-Monsoon,10,31.237062,75.756681,58.19,25.34,63.56,2038.09,3.42,251.67,Mixed Use,Loam,5432.37,0,0,0,1.9778102003204359,28.05,Low
College District,Monsoon,7,31.23586,75.755288,231.07,31.56,96.32,3431.0,6.87,244.7,Mixed Use,Loam,6173.13,1,0,1,1.9785164578193268,57.72,Medium
Industrial Belt,Winter,12,31.213972,75.788042,63.9,12.46,62.46,2688.32,3.92,242.25,Industrial,Clay Loam,5978.08,0,0,0,1.9828353130790526,32.03,Low
Canal Edge,Monsoon,9,31.230758,75.790134,194.11,34.6,88.16,3954.42,6.42,242.28,Agricultural,Alluvial,2491.21,0,0,1,1.9860200126977605,43.04,Medium
Industrial Belt,Pre-Monsoon,4,31.207814,75.779659,46.93,40.82,70.11,2519.85,4.27,244.3,Industrial,Clay Loam,4320.02,1,1,1,1.9872135467839982,51.25,Medium
Industrial Belt,Monsoon,9,31.211062,75.785244,187.95,33.46,88.95,3548.92,5.94,244.86,Industrial,Clay Loam,6091.28,1,1,1,1.9890480482720163,67.54,Medium
Industrial Belt,Monsoon,7,31.209665,75.783368,215.24,32.79,77.44,3664.74,7.42,243.94,Industrial,Clay Loam,4949.43,1,1,1,1.9922776144728442,71.16,Critical
College District,Monsoon,7,31.2389,75.7591,232.98,28.15,94.54,3271.88,6.41,246.28,Mixed Use,Loam,5676.58,0,1,1,1.9956273639559325,61.6,Medium
Industrial Belt,Pre-Monsoon,4,31.209022,75.782602,64.02,35.97,47.08,2592.01,3.47,245.25,Industrial,Clay Loam,5885.45,1,1,0,2.0083358729304,52.57,Medium
College District,Post-Monsoon,11,31.236921,75.755957,45.85,31.71,55.45,1809.88,3.36,249.75,Mixed Use,Loam,6967.85,1,0,0,2.01395221001083,36.83,Low
College District,Winter,1,31.242161,75.771065,19.12,15.87,53.87,1906.46,3.46,246.59,Mixed Use,Loam,5759.88,0,0,0,2.019568239556787,26.3,Low
Canal Edge,Post-Monsoon,11,31.231528,75.790225,107.49,34.75,64.86,2959.95,4.93,246.59,Agricultural,Alluvial,2710.52,0,0,1,2.0278427894660345,32.78,Low
College District,Monsoon,9,31.240181,75.760913,212.33,32.76,95.71,3475.97,6.95,251.15,Mixed Use,Loam,4726.26,0,0,1,2.0300212055790072,47.07,Medium
College District,Monsoon,9,31.235515,75.754225,143.67,29.9,87.58,2711.27,5.08,245.47,Mixed Use,Loam,5942.36,0,0,1,2.030563243039218,38.82,Low
Peri-Urban Farms,Monsoon,7,31.237988,75.756999,245.75,27.6,73.25,3970.19,6.59,247.86,Agricultural,Sandy Loam,2793.18,1,0,1,2.0349827577762345,54.49,Medium
Industrial Belt,Pre-Monsoon,4,31.20828,75.781838,81.17,32.26,50.48,2515.59,4.13,248.96,Industrial,Clay Loam,4609.73,1,0,0,2.0389344770810864,39.02,Low
Industrial Belt,Monsoon,9,31.210041,75.784798,181.77,26.56,85.96,3402.78,6.13,239.32,Industrial,Clay Loam,5819.26,1,1,1,2.0447901372049784,66.92,Medium
College District,Winter,2,31.239002,75.758278,21.17,16.98,63.84,1662.59,3.54,249.71,Mixed Use,Loam,5375.38,1,0,0,2.0494475228303837,33.4,Low
Canal Edge,Post-Monsoon,10,31.230525,75.791022,76.7,30.39,75.49,2826.09,4.7,241.3,Agricultural,Alluvial,2639.93,1,1,1,2.055138090646554,52.24,Medium
Canal Edge,Winter,2,31.232355,75.790105,7.44,19.57,67.32,2252.8,2.54,248.25,Agricultural,Alluvial,2704.25,0,1,0,2.057305541689731,34.15,Low
College District,Winter,2,31.239173,75.758404,15.06,19.74,55.37,1635.1,2.54,244.25,Mixed Use,Loam,6560.18,0,0,0,2.0580690030243534,24.28,Low
Peri-Urban Farms,Monsoon,9,31.231882,75.751093,174.53,29.12,79.6,3056.13,4.94,249.72,Agricultural,Sandy Loam,1973.04,1,1,1,2.0686594406531054,57.38,Medium
Industrial Belt,Monsoon,8,31.207301,75.780644,192.09,30.35,75.57,3778.78,4.91,246.79,Industrial,Clay Loam,5098.57,1,0,1,2.079472981680337,50.49,Medium
Canal Edge,Post-Monsoon,11,31.234905,75.788725,67.89,27.58,58.26,2220.13,4.37,242.81,Agricultural,Alluvial,3652.29,1,1,0,2.091692247208151,50.81,Medium
Industrial Belt,Winter,12,31.208726,75.783798,43.98,21.27,66.07,2407.6,3.71,244.86,Industrial,Clay Loam,4921.76,1,0,0,2.1005624639634495,36.3,Low
Peri-Urban Farms,Monsoon,9,31.235296,75.75309,191.2,30.66,81.61,3302.25,6.48,251.93,Agricultural,Sandy Loam,2505.6,0,1,1,2.1007686172815436,55.31,Medium
College District,Post-Monsoon,10,31.239953,75.758961,24.98,25.59,57.78,1670.13,3.03,243.09,Mixed Use,Loam,6428.47,1,0,0,2.100901703704018,33.87,Low
Canal Edge,Monsoon,8,31.23389,75.789674,216.11,34.2,87.38,3992.64,6.24,238.17,Agricultural,Alluvial,4149.17,0,1,1,2.1047469441014326,60.13,Medium
Industrial Belt,Winter,12,31.206983,75.780563,12.84,18.87,85.25,2330.79,3.39,243.7,Industrial,Clay Loam,4139.81,1,0,0,2.107703668335084,32.68,Low
Industrial Belt,Winter,12,31.210494,75.786425,65.51,17.43,64.88,2240.45,3.55,246.69,Industrial,Clay Loam,5689.21,1,0,0,2.1126213803748755,37.63,Low
Canal Edge,Monsoon,8,31.237257,75.786722,227.06,32.17,77.36,3909.21,6.44,240.84,Agricultural,Alluvial,4499.75,1,0,1,2.1130198059737277,55.43,Medium
College District,Pre-Monsoon,4,31.242113,75.763989,54.06,37.48,49.89,1885.13,2.51,246.04,Mixed Use,Loam,6133.89,1,0,0,2.115621891459978,34.23,Low
Canal Edge,Pre-Monsoon,5,31.236799,75.787479,93.36,37.68,44.96,2844.4,4.85,243.15,Agricultural,Alluvial,3470.63,1,1,1,2.1308267866165567,54.64,Medium
Industrial Belt,Winter,1,31.206904,75.780943,68.52,11.75,74.45,2804.67,4.0,245.96,Industrial,Clay Loam,5763.03,1,1,1,2.1316995479585006,54.46,Medium
Canal Edge,Monsoon,9,31.22977,75.792257,206.27,31.71,88.19,3720.75,5.9,244.55,Agricultural,Alluvial,3065.58,0,0,1,2.1387448278029186,42.58,Medium
Industrial Belt,Winter,12,31.209969,75.786191,72.14,20.71,69.88,2250.46,4.68,248.3,Industrial,Clay Loam,5789.73,1,1,1,2.139228588976986,54.84,Medium
Industrial Belt,Pre-Monsoon,5,31.206122,75.779113,111.33,36.23,45.61,3108.93,5.31,245.81,Industrial,Clay Loam,5104.17,1,0,1,2.139362727900984,45.64,Medium
Industrial Belt,Pre-Monsoon,4,31.208446,75.784136,55.0,37.26,54.46,2225.28,4.01,241.96,Industrial,Clay Loam,5803.24,1,1,0,2.1446647018485367,52.33,Medium
College District,Post-Monsoon,11,31.233097,75.750908,100.28,33.59,67.23,2623.75,4.1,247.86,Mixed Use,Loam,5680.41,1,0,0,2.1449027500516684,41.69,Medium
Canal Edge,Monsoon,6,31.231462,75.791651,193.42,33.22,95.21,3224.97,6.56,245.35,Agricultural,Alluvial,2931.83,1,1,1,2.149226449219678,64.01,Medium
Industrial Belt,Pre-Monsoon,4,31.210947,75.787572,113.14,36.63,43.37,2864.23,4.5,242.35,Industrial,Clay Loam,5880.56,0,0,1,2.156486050969598,36.22,Low
Industrial Belt,Monsoon,6,31.209263,75.78555,200.6,29.62,81.15,3513.32,6.18,237.4,Industrial,Clay Loam,5141.64,1,1,1,2.157016394486939,67.32,Medium
Peri-Urban Farms,Post-Monsoon,11,31.231719,75.749986,25.62,29.39,61.7,2213.46,3.05,254.77,Agricultural,Sandy Loam,1688.06,1,0,0,2.157189275231822,28.75,Low
Industrial Belt,Winter,12,31.207848,75.783465,60.4,14.6,64.48,2319.24,3.99,244.44,Industrial,Clay Loam,5234.14,1,0,1,2.162464202841351,38.0,Low
College District,Post-Monsoon,11,31.22272,75.747936,91.13,28.7,73.81,2191.33,4.38,247.79,Mixed Use,Loam,5686.97,1,0,1,2.1787612958219245,40.76,Medium
Industrial Belt,Winter,2,31.209732,75.786635,27.6,21.67,63.58,2429.63,3.07,244.86,Industrial,Clay Loam,5363.94,1,1,0,2.1873743831557806,48.63,Medium
Canal Edge,Pre-Monsoon,5,31.237816,75.787363,104.28,36.05,59.62,2738.65,4.34,236.0,Agricultural,Alluvial,2082.67,1,1,1,2.2000467486606494,51.74,Medium
Industrial Belt,Winter,12,31.20911,75.786066,43.09,16.62,53.64,2715.5,3.71,245.66,Industrial,Clay Loam,4950.19,1,1,0,2.202006407908675,51.12,Medium
Peri-Urban Farms,Monsoon,9,31.235922,75.752172,168.36,26.95,79.61,2741.43,5.5,249.27,Agricultural,Sandy Loam,800.0,1,0,1,2.2123510907463246,41.94,Medium
Industrial Belt,Pre-Monsoon,4,31.20638,75.781642,82.33,39.33,47.9,2335.17,5.58,241.49,Industrial,Clay Loam,5465.09,1,1,1,2.213983538657714,57.28,Medium
College District,Pre-Monsoon,4,31.239744,75.756427,55.36,35.54,46.83,1863.11,3.4,248.36,Mixed Use,Loam,5701.09,1,1,0,2.2208881215399408,49.77,Medium
Canal Edge,Monsoon,7,31.240148,75.784761,221.06,32.55,70.07,4112.79,7.09,245.96,Agricultural,Alluvial,3479.29,1,1,1,2.2329600957415736,69.8,Medium
Industrial Belt,Pre-Monsoon,5,31.206033,75.781307,65.18,40.14,45.97,2863.72,3.42,248.65,Industrial,Clay Loam,4973.28,1,0,0,2.233770814437093,37.96,Low
College District,Monsoon,7,31.239107,75.755303,164.99,29.87,88.32,2961.83,4.8,242.1,Mixed Use,Loam,6440.69,0,1,1,2.2344774902161015,54.58,Medium
Peri-Urban Farms,Monsoon,6,31.238727,75.754728,182.6,35.19,80.69,3596.34,6.02,248.21,Agricultural,Sandy Loam,1609.76,1,0,1,2.2398273869259064,47.31,Medium
Industrial Belt,Monsoon,6,31.207565,75.78443,169.66,27.56,94.06,3842.69,5.46,239.38,Industrial,Clay Loam,3946.0,1,1,1,2.2404802791917993,63.25,Medium
Industrial Belt,Winter,1,31.206794,75.783198,54.44,17.55,68.81,2044.46,3.92,247.82,Industrial,Clay Loam,5716.43,1,1,0,2.2473254911296747,51.47,Medium
Canal Edge,Post-Monsoon,10,31.232693,75.792186,107.46,26.19,57.65,3324.45,5.25,240.75,Agricultural,Alluvial,3286.8,1,1,1,2.2515117546367334,57.33,Medium
Canal Edge,Monsoon,9,31.23587,75.790038,186.68,31.93,80.56,3230.88,6.49,245.91,Agricultural,Alluvial,2897.91,0,1,1,2.2556649180289594,55.47,Medium
Industrial Belt,Pre-Monsoon,5,31.210076,75.788063,46.16,38.82,56.96,2865.9,3.34,243.06,Industrial,Clay Loam,5025.76,1,0,0,2.2565681198254897,36.89,Low
College District,Winter,12,31.243752,75.765248,2.31,18.58,62.97,1540.83,2.54,248.47,Mixed Use,Loam,5499.37,1,0,0,2.2588673415318614,29.91,Low
Canal Edge,Winter,1,31.230253,75.793404,31.87,17.16,76.73,2737.28,4.26,244.75,Agricultural,Alluvial,2283.82,0,1,1,2.25896650173203,40.21,Medium
College District,Monsoon,9,31.242186,75.760141,221.33,34.93,87.0,3313.98,5.75,252.01,Mixed Use,Loam,5941.97,0,0,1,2.2619302653007063,45.91,Medium
College District,Pre-Monsoon,4,31.239885,75.755892,63.23,39.1,62.28,2229.88,4.23,243.65,Mixed Use,Loam,7458.29,1,0,0,2.264751690394713,41.59,Medium
Peri-Urban Farms,Pre-Monsoon,4,31.239355,75.755087,71.06,32.16,39.1,2838.93,3.38,256.99,Agricultural,Sandy Loam,1192.84,1,0,0,2.2687518073192736,32.79,Low
Industrial Belt,Winter,2,31.2067,75.783462,53.98,18.89,80.85,2132.98,4.13,244.73,Industrial,Clay Loam,4378.79,1,0,0,2.2694508783929486,36.32,Low
