asset_name,asset_type,latitude,longitude,rainfall_mm,water_level_m,soil_type,building_age_years,floors,building_height_m,distance_to_river_km,construction_material,foundation_type,drainage_quality,soil_bearing_capacity_kpa,maintenance_score,occupancy_load,building_vulnerability_score,building_condition
School Cluster,Education,31.2328,75.7619,35.78,3.62,Loam,3.1,1,14.8,3.27,RCC,Pile Foundation,Good,233.65,100.0,462,9.86,Good
School Cluster,Education,31.2328,75.7619,131.96,4.48,Loam,12.2,4,12.57,2.8,RCC,Strip Footing,Poor,189.35,85.1,551,44.88,Major Repair
School Cluster,Education,31.2328,75.7619,57.03,4.15,Loam,13.4,6,15.23,3.07,RCC,Pile Foundation,Moderate,203.44,88.14,866,32.96,Minor Repair
School Cluster,Education,31.2328,75.7619,96.4,4.67,Loam,8.2,4,18.0,3.84,RCC,Raft Foundation,Good,240.55,100.0,594,27.34,Minor Repair
School Cluster,Education,31.2328,75.7619,86.22,4.94,Loam,23.0,4,23.76,1.77,RCC,Strip Footing,Moderate,184.89,75.19,730,29.81,Minor Repair
School Cluster,Education,31.2328,75.7619,17.14,3.05,Loam,2.9,1,7.01,4.12,RCC,Raft Foundation,Good,211.28,100.0,827,9.27,Good
School Cluster,Education,31.2328,75.7619,117.65,4.12,Loam,13.3,4,18.64,2.67,RCC,Pile Foundation,Good,187.91,84.36,786,18.61,Good
School Cluster,Education,31.2328,75.7619,52.62,5.14,Loam,20.4,4,14.37,2.97,RCC,Raft Foundation,Good,228.06,93.62,722,32.8,Minor Repair
School Cluster,Education,31.2328,75.7619,133.42,5.44,Loam,29.6,4,17.92,1.71,RCC,Raft Foundation,Moderate,175.29,58.35,459,37.16,Minor Repair
School Cluster,Education,31.2328,75.7619,70.37,4.12,Loam,5.7,3,18.68,3.45,RCC,Raft Foundation,Good,211.02,100.0,492,15.18,Good
School Cluster,Education,31.2328,75.7619,101.39,4.83,Loam,18.3,1,17.94,2.95,RCC,Strip Footing,Good,229.23,50.56,931,37.54,Minor Repair
School Cluster,Education,31.2328,75.7619,46.79,4.17,Loam,0.0,1,14.43,3.93,RCC,Raft Foundation,Good,260.0,84.1,480,20.51,Good
School Cluster,Education,31.2328,75.7619,119.73,5.09,Loam,21.2,5,24.21,1.99,RCC,Isolated Footing,Poor,167.32,55.78,761,52.51,Major Repair
School Cluster,Education,31.2328,75.7619,171.99,6.58,Loam,33.8,6,24.57,1.92,Brick Masonry,Strip Footing,Poor,172.11,44.94,1190,68.25,Unsafe
School Cluster,Education,31.2328,75.7619,92.71,4.35,Loam,5.3,3,13.99,2.94,RCC,Raft Foundation,Good,244.62,61.59,629,10.28,Good
School Cluster,Education,31.2328,75.7619,53.41,3.19,Loam,12.0,1,18.79,4.19,RCC,Pile Foundation,Good,243.82,71.93,484,17.67,Good
School Cluster,Education,31.2328,75.7619,77.26,5.13,Loam,16.0,4,18.29,2.92,RCC,Raft Foundation,Poor,190.51,68.31,947,28.27,Minor Repair
School Cluster,Education,31.2328,75.7619,177.83,4.32,Loam,20.9,4,18.27,2.03,Brick Masonry,Strip Footing,Moderate,186.31,62.02,1093,46.88,Major Repair
School Cluster,Education,31.2328,75.7619,49.7,3.92,Loam,7.6,1,11.72,3.4,RCC,Pile Foundation,Good,240.19,100.0,563,8.69,Good
School Cluster,Education,31.2328,75.7619,72.59,4.75,Loam,15.2,5,23.05,2.61,RCC,Isolated Footing,Poor,217.45,78.47,478,38.73,Minor Repair
School Cluster,Education,31.2328,75.7619,61.75,4.08,Loam,7.1,3,15.15,3.96,RCC,Pile Foundation,Good,259.41,89.92,529,24.96,Good
School Cluster,Education,31.2328,75.7619,87.42,4.32,Loam,13.5,3,13.31,3.36,RCC,Raft Foundation,Moderate,181.78,88.8,918,24.04,Good
School Cluster,Education,31.2328,75.7619,67.67,3.58,Loam,4.3,2,13.04,4.12,Steel,Raft Foundation,Good,210.71,78.01,666,7.05,Good
School Cluster,Education,31.2328,75.7619,39.22,4.55,Loam,9.4,4,14.3,3.87,RCC,Pile Foundation,Good,246.0,98.91,585,20.54,Good
School Cluster,Education,31.2328,75.7619,204.4,6.62,Loam,32.3,5,25.09,1.21,Brick Masonry,Strip Footing,Poor,116.98,50.52,1128,84.41,Unsafe
School Cluster,Education,31.2328,75.7619,108.81,4.43,Loam,15.1,4,20.22,2.92,RCC,Pile Foundation,Moderate,171.17,45.07,711,34.06,Minor Repair
School Cluster,Education,31.2328,75.7619,135.74,6.88,Loam,33.4,7,20.44,1.3,Brick Masonry,Strip Footing,Poor,211.98,61.04,999,71.93,Unsafe
School Cluster,Education,31.2328,75.7619,122.21,5.01,Loam,19.8,3,17.46,2.43,RCC,Strip Footing,Moderate,217.65,72.99,838,33.18,Minor Repair
School Cluster,Education,31.2328,75.7619,159.49,5.77,Loam,20.0,6,20.36,2.02,RCC,Strip Footing,Moderate,207.5,70.38,737,48.2,Major Repair
School Cluster,Education,31.2328,75.7619,84.19,3.65,Loam,19.0,4,20.76,3.06,RCC,Strip Footing,Moderate,223.32,88.57,1027,30.51,Minor Repair
School Cluster,Education,31.2328,75.7619,34.78,3.34,Loam,9.1,3,9.31,3.43,Steel,Raft Foundation,Good,212.28,100.0,478,14.04,Good
School Cluster,Education,31.2328,75.7619,19.07,4.59,Loam,15.9,2,19.7,3.35,Steel,Raft Foundation,Good,220.22,100.0,489,24.44,Good
School Cluster,Education,31.2328,75.7619,72.02,4.79,Loam,21.1,3,20.87,2.43,RCC,Pile Foundation,Moderate,182.91,79.33,569,35.63,Minor Repair
School Cluster,Education,31.2328,75.7619,175.56,5.36,Loam,33.2,4,18.85,2.29,Brick Masonry,Strip Footing,Poor,157.68,54.54,1263,65.8,Unsafe
School Cluster,Education,31.2328,75.7619,43.52,4.03,Loam,10.6,1,13.17,2.64,RCC,Strip Footing,Good,179.99,78.04,1001,23.47,Good
LPU Block 32,Academic,31.2548,75.7062,112.43,2.77,Loam,38.7,11,44.14,2.71,Brick Masonry,Isolated Footing,Poor,212.15,65.24,2353,61.98,Unsafe
LPU Block 32,Academic,31.2548,75.7062,27.87,2.98,Loam,21.1,8,44.1,3.33,Steel,Strip Footing,Moderate,211.52,90.32,2142,47.06,Major Repair
LPU Block 32,Academic,31.2548,75.7062,25.0,1.82,Loam,26.3,7,40.96,2.93,Brick Masonry,Isolated Footing,Moderate,185.99,84.31,1349,47.55,Major Repair
LPU Block 32,Academic,31.2548,75.7062,7.43,0.1,Loam,12.0,7,36.84,4.55,Steel,Raft Foundation,Good,260.0,100.0,1348,23.78,Good
LPU Block 32,Academic,31.2548,75.7062,0.0,0.86,Loam,16.2,7,45.23,2.59,RCC,Isolated Footing,Poor,235.13,87.51,1762,42.09,Major Repair
LPU Block 32,Academic,31.2548,75.7062,0.0,1.76,Loam,25.4,8,44.57,3.3,RCC,Isolated Footing,Good,229.21,85.27,1803,38.54,Minor Repair
LPU Block 32,Academic,31.2548,75.7062,0.0,2.58,Loam,16.9,7,37.72,2.81,RCC,Strip Footing,Good,230.13,79.98,2064,43.19,Major Repair
LPU Block 32,Academic,31.2548,75.7062,0.0,1.63,Loam,18.3,11,45.06,3.7,RCC,Isolated Footing,Good,211.56,73.53,1674,39.96,Minor Repair
LPU Block 32,Academic,31.2548,75.7062,26.7,2.26,Loam,19.5,7,37.28,3.57,RCC,Raft Foundation,Poor,226.81,88.11,1757,36.94,Minor Repair
LPU Block 32,Academic,31.2548,75.7062,90.9,1.68,Loam,25.7,8,36.13,3.21,RCC,Strip Footing,Moderate,179.09,85.9,1659,51.91,Major Repair
LPU Block 32,Academic,31.2548,75.7062,27.95,2.37,Loam,13.4,9,46.12,3.43,Brick Masonry,Raft Foundation,Moderate,198.57,65.95,1877,54.06,Major Repair
LPU Block 32,Academic,31.2548,75.7062,0.0,2.08,Loam,11.7,11,40.54,2.72,Steel,Raft Foundation,Moderate,208.76,100.0,1805,50.84,Major Repair
LPU Block 32,Academic,31.2548,75.7062,65.0,2.46,Loam,36.8,11,51.32,1.82,RCC,Isolated Footing,Poor,155.53,39.57,2826,70.8,Unsafe
LPU Block 32,Academic,31.2548,75.7062,0.0,2.27,Loam,21.4,9,48.56,3.47,RCC,Isolated Footing,Moderate,229.44,100.0,1920,47.2,Major Repair
LPU Block 32,Academic,31.2548,75.7062,0.0,1.47,Loam,9.4,8,42.67,3.92,RCC,Raft Foundation,Good,255.57,96.49,1008,30.0,Minor Repair
LPU Block 32,Academic,31.2548,75.7062,65.0,3.34,Loam,38.6,10,55.0,1.95,Brick Masonry,Strip Footing,Poor,166.98,57.08,2506,78.02,Unsafe
LPU Block 32,Academic,31.2548,75.7062,65.8,2.3,Loam,19.3,8,46.78,2.51,Brick Masonry,Raft Foundation,Moderate,224.65,88.0,2540,49.23,Major Repair
LPU Block 32,Academic,31.2548,75.7062,6.02,1.51,Loam,18.4,9,38.33,3.02,RCC,Pile Foundation,Good,194.22,62.18,1662,39.26,Minor Repair
LPU Block 32,Academic,31.2548,75.7062,3.78,1.82,Loam,11.1,7,37.26,3.94,Steel,Raft Foundation,Good,237.39,93.25,1228,33.58,Minor Repair
LPU Block 32,Academic,31.2548,75.7062,0.23,2.76,Loam,27.6,8,36.12,2.76,RCC,Strip Footing,Poor,226.78,71.44,2165,46.02,Major Repair
LPU Block 32,Academic,31.2548,75.7062,0.0,1.21,Loam,18.7,9,41.39,2.62,Brick Masonry,Strip Footing,Poor,225.74,65.37,981,53.14,Major Repair
LPU Block 32,Academic,31.2548,75.7062,16.97,0.9,Loam,22.6,9,47.57,3.56,RCC,Pile Foundation,Good,240.18,69.77,1942,31.65,Minor Repair
LPU Block 32,Academic,31.2548,75.7062,49.32,1.13,Loam,25.2,9,42.88,2.88,Steel,Raft Foundation,Poor,198.49,88.29,1541,46.93,Major Repair
LPU Block 32,Academic,31.2548,75.7062,28.05,2.14,Loam,23.2,6,38.42,2.64,Steel,Isolated Footing,Moderate,208.39,88.0,1336,40.08,Minor Repair
LPU Block 32,Academic,31.2548,75.7062,6.96,0.98,Loam,26.3,7,42.05,3.36,RCC,Raft Foundation,Moderate,221.55,75.65,1821,40.72,Minor Repair
LPU Block 32,Academic,31.2548,75.7062,0.0,0.2,Loam,19.4,9,39.37,4.38,Steel,Raft Foundation,Good,243.34,85.36,1631,34.72,Minor Repair
LPU Block 32,Academic,31.2548,75.7062,9.46,1.45,Loam,12.9,6,38.64,4.47,RCC,Raft Foundation,Good,253.46,100.0,1266,18.62,Good
LPU Block 32,Academic,31.2548,75.7062,85.55,3.92,Loam,43.5,12,46.1,2.24,RCC,Strip Footing,Poor,148.14,50.04,2876,80.22,Unsafe
LPU Block 32,Academic,31.2548,75.7062,63.1,1.16,Loam,21.0,8,41.99,2.83,RCC,Isolated Footing,Good,201.89,96.21,1297,35.46,Minor Repair
LPU Block 32,Academic,31.2548,75.7062,25.0,2.69,Loam,28.8,8,42.03,2.83,Steel,Isolated Footing,Poor,197.52,61.57,2008,60.81,Unsafe
LPU Block 32,Academic,31.2548,75.7062,65.0,2.46,Loam,37.7,11,48.0,2.11,RCC,Strip Footing,Poor,129.66,64.63,2536,65.41,Unsafe
LPU Block 32,Academic,31.2548,75.7062,41.67,1.6,Loam,17.9,7,43.34,2.7,RCC,Strip Footing,Moderate,260.0,81.56,1449,39.27,Minor Repair
LPU Block 32,Academic,31.2548,75.7062,0.0,1.69,Loam,18.0,8,43.09,4.66,RCC,Pile Foundation,Good,242.56,99.93,717,24.76,Good
LPU Block 32,Academic,31.2548,75.7062,0.0,2.52,Loam,23.0,9,43.15,3.05,RCC,Raft Foundation,Good,216.84,55.86,1921,43.26,Major Repair
LPU Block 32,Academic,31.2548,75.7062,36.56,2.25,Loam,29.4,7,39.77,2.68,RCC,Pile Foundation,Moderate,199.88,73.99,1640,39.68,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,0.0,1.48,Loam,12.7,9,38.7,2.8,RCC,Isolated Footing,Moderate,186.59,100.0,962,40.88,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,9.4,1.31,Loam,11.4,8,32.23,3.79,Steel,Isolated Footing,Moderate,213.04,83.14,1681,35.0,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,0.0,2.15,Loam,18.2,9,41.58,3.61,RCC,Raft Foundation,Good,215.93,84.68,1461,33.99,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,25.62,1.65,Loam,34.1,12,43.21,2.66,Brick Masonry,Strip Footing,Poor,223.42,72.32,1705,62.54,Unsafe
LPU School of Civil Engineering,Academic,31.2532,75.7056,0.0,1.47,Loam,20.7,10,33.4,3.07,RCC,Raft Foundation,Good,234.61,83.84,1445,41.84,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,4.49,1.25,Loam,19.4,8,39.03,2.57,RCC,Pile Foundation,Good,196.03,79.5,1394,33.07,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,0.0,0.93,Loam,14.0,8,41.78,3.33,RCC,Raft Foundation,Moderate,242.85,98.78,1982,33.99,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,0.0,2.25,Loam,14.6,10,45.26,3.59,Steel,Pile Foundation,Moderate,210.46,92.19,1832,39.92,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,16.24,1.05,Loam,16.8,5,35.45,4.15,RCC,Raft Foundation,Good,260.0,100.0,1372,30.08,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,39.89,1.83,Loam,21.8,9,42.92,2.54,Brick Masonry,Raft Foundation,Good,227.9,82.07,1456,39.59,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,25.0,2.24,Loam,32.2,10,38.88,3.22,Brick Masonry,Strip Footing,Poor,174.87,70.28,1470,64.7,Unsafe
LPU School of Civil Engineering,Academic,31.2532,75.7056,0.0,0.88,Loam,21.0,9,38.93,3.25,RCC,Pile Foundation,Moderate,211.17,100.0,928,30.89,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,0.0,0.24,Loam,18.2,9,41.85,3.74,RCC,Pile Foundation,Good,222.66,84.77,1419,33.99,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,0.0,1.93,Loam,17.4,8,40.91,3.61,Steel,Isolated Footing,Poor,224.4,73.4,1692,45.36,Major Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,4.05,0.81,Loam,17.2,8,45.79,3.51,RCC,Raft Foundation,Good,184.76,79.78,1356,33.65,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,65.11,1.98,Loam,33.2,11,36.8,2.66,Brick Masonry,Strip Footing,Poor,186.76,72.62,1776,56.32,Major Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,38.72,1.45,Loam,33.9,11,37.92,2.7,RCC,Raft Foundation,Good,183.45,87.83,1578,38.83,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,94.47,3.2,Loam,34.5,11,51.92,2.06,RCC,Strip Footing,Poor,215.0,52.8,2085,69.95,Unsafe
LPU School of Civil Engineering,Academic,31.2532,75.7056,36.11,2.21,Loam,38.5,10,35.56,2.67,RCC,Pile Foundation,Moderate,194.98,57.46,1259,59.74,Major Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,33.35,2.7,Loam,28.6,10,39.05,3.07,RCC,Raft Foundation,Good,201.6,58.85,1369,40.81,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,0.0,1.59,Loam,12.4,11,41.2,3.34,RCC,Isolated Footing,Good,240.43,53.44,1650,38.32,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,0.0,0.46,Loam,14.3,6,34.24,4.38,RCC,Pile Foundation,Good,248.62,89.52,1074,28.36,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,0.0,1.09,Loam,10.5,8,43.96,3.19,RCC,Raft Foundation,Moderate,181.22,78.88,1298,34.56,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,80.82,2.79,Loam,34.1,13,47.65,2.23,Brick Masonry,Isolated Footing,Poor,174.37,74.0,2639,72.75,Unsafe
LPU School of Civil Engineering,Academic,31.2532,75.7056,60.41,1.96,Loam,27.8,11,42.08,3.97,Steel,Raft Foundation,Good,206.14,58.91,1519,52.05,Major Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,0.0,1.0,Loam,11.1,8,34.13,3.5,RCC,Raft Foundation,Moderate,225.18,75.69,1266,33.24,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,76.07,3.76,Loam,35.7,13,46.87,2.6,RCC,Strip Footing,Poor,188.92,51.07,3053,76.92,Unsafe
LPU School of Civil Engineering,Academic,31.2532,75.7056,0.0,0.1,Loam,13.7,7,35.6,4.43,RCC,Raft Foundation,Good,233.59,100.0,1303,27.59,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,50.72,1.35,Loam,30.0,9,42.32,2.74,RCC,Isolated Footing,Moderate,181.2,50.4,1914,53.33,Major Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,65.0,3.35,Loam,34.8,11,52.72,2.0,Brick Masonry,Strip Footing,Poor,156.66,49.75,3022,77.59,Unsafe
LPU School of Civil Engineering,Academic,31.2532,75.7056,0.0,2.69,Loam,19.4,9,36.71,3.4,Brick Masonry,Raft Foundation,Good,216.42,74.07,1630,42.81,Major Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,25.0,1.87,Loam,25.4,8,44.57,2.71,RCC,Strip Footing,Poor,190.49,68.78,1720,54.37,Major Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,25.0,1.74,Loam,27.9,10,39.99,2.79,RCC,Pile Foundation,Good,167.15,69.41,1491,30.71,Minor Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,0.0,1.83,Loam,14.2,8,35.33,3.23,RCC,Strip Footing,Good,200.25,90.89,1989,44.94,Major Repair
LPU School of Civil Engineering,Academic,31.2532,75.7056,0.0,2.07,Loam,31.2,10,43.59,3.33,Brick Masonry,Raft Foundation,Good,214.22,86.13,1336,41.5,Minor Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,39.83,3.68,Loam,18.2,11,38.59,2.33,RCC,Pile Foundation,Poor,185.6,87.6,4019,47.66,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,8.56,1.6,Loam,4.1,10,29.96,4.55,RCC,Pile Foundation,Good,239.56,89.53,2779,34.76,Minor Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,93.55,3.06,Loam,28.3,11,45.77,2.36,RCC,Raft Foundation,Poor,178.59,67.87,3604,57.76,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,37.35,3.8,Loam,18.2,10,32.82,2.12,Steel,Isolated Footing,Good,149.25,45.4,3217,50.73,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,12.3,3.03,Loam,17.1,11,39.46,3.04,Steel,Raft Foundation,Poor,205.81,97.29,4265,37.81,Minor Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,86.15,3.15,Loam,23.9,9,39.09,2.38,Steel,Strip Footing,Poor,181.83,59.98,4055,64.38,Unsafe
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,20.13,2.7,Loam,13.2,9,33.89,3.49,RCC,Isolated Footing,Good,182.73,82.69,3236,36.58,Minor Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,61.45,2.41,Loam,11.3,7,37.89,3.13,RCC,Isolated Footing,Good,214.54,74.71,4090,31.98,Minor Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,0.0,2.1,Loam,13.5,7,34.0,4.29,Steel,Raft Foundation,Good,246.52,97.04,2677,30.58,Minor Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,57.39,3.61,Loam,31.9,9,37.0,3.0,RCC,Pile Foundation,Moderate,190.25,53.7,3513,44.31,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,56.32,3.32,Loam,14.5,8,37.79,2.81,Brick Masonry,Raft Foundation,Moderate,183.88,57.61,3524,42.25,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,32.2,3.15,Loam,12.2,10,39.54,3.0,RCC,Pile Foundation,Good,219.36,95.75,4075,36.94,Minor Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,31.42,2.66,Loam,25.2,7,32.95,3.08,RCC,Raft Foundation,Poor,206.96,70.88,4088,42.48,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,90.68,2.27,Loam,25.0,7,37.16,3.07,Steel,Raft Foundation,Poor,186.09,67.01,4247,56.87,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,41.6,2.77,Loam,23.1,9,32.35,2.66,RCC,Pile Foundation,Poor,208.68,59.61,5462,48.58,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,120.36,5.18,Loam,33.6,12,39.9,1.81,Brick Masonry,Isolated Footing,Poor,162.91,53.42,5949,87.14,Unsafe
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,80.02,3.48,Loam,19.2,9,38.4,2.64,Steel,Raft Foundation,Moderate,190.24,58.97,4943,33.84,Minor Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,106.61,3.74,Loam,38.1,11,40.45,2.23,Brick Masonry,Strip Footing,Poor,175.27,69.94,6000,70.02,Unsafe
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,90.53,3.25,Loam,22.9,10,28.22,2.42,Brick Masonry,Isolated Footing,Good,189.25,75.86,3131,57.38,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,49.59,2.75,Loam,8.9,9,37.91,2.57,RCC,Strip Footing,Moderate,210.63,79.25,2533,44.19,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,74.56,3.67,Loam,25.7,10,38.32,2.35,RCC,Isolated Footing,Good,185.26,83.38,3547,36.92,Minor Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,5.39,3.01,Loam,12.6,9,39.07,2.43,RCC,Pile Foundation,Good,192.95,82.84,4192,27.52,Minor Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,14.74,2.85,Loam,15.9,10,44.48,2.78,RCC,Raft Foundation,Moderate,218.66,72.77,2248,40.07,Minor Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,116.66,3.6,Loam,23.9,7,42.95,2.83,RCC,Raft Foundation,Poor,152.09,61.55,4257,59.22,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,108.31,3.65,Loam,19.4,9,36.71,3.4,RCC,Isolated Footing,Moderate,199.66,97.82,2847,49.07,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,38.76,3.69,Loam,24.5,7,31.36,2.38,RCC,Raft Foundation,Moderate,229.7,83.04,3846,40.18,Minor Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,8.18,3.41,Loam,6.9,8,43.22,3.06,Steel,Strip Footing,Poor,212.79,65.06,4583,53.55,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,50.86,2.89,Loam,18.9,9,35.84,2.87,Brick Masonry,Isolated Footing,Moderate,219.09,81.72,4217,51.55,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,33.97,3.37,Loam,21.7,9,32.39,2.7,Steel,Raft Foundation,Poor,177.15,94.75,4389,48.61,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,44.36,2.99,Loam,10.0,11,37.21,2.3,RCC,Strip Footing,Good,164.24,70.03,3737,51.66,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,51.63,2.99,Loam,16.1,7,39.21,3.17,RCC,Isolated Footing,Moderate,197.58,75.1,3712,43.49,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,81.44,4.78,Loam,25.0,8,38.58,2.56,Steel,Raft Foundation,Moderate,187.0,67.82,3966,51.6,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,57.87,2.34,Loam,13.5,8,43.6,3.06,RCC,Isolated Footing,Moderate,192.71,80.42,3735,37.12,Minor Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,78.31,2.77,Loam,28.1,9,40.21,3.1,RCC,Strip Footing,Good,163.43,70.33,4784,42.7,Major Repair
LPU Girls Hostel GH-1,Residential,31.2575,75.7094,132.59,4.12,Loam,34.6,10,40.06,2.68,Steel,Raft Foundation,Poor,173.9,53.42,4067,73.47,Unsafe
Phagwara Bus Stand,Transport,31.2247,75.771,100.58,3.45,Loam,12.6,1,14.82,2.45,Steel,Strip Footing,Good,147.05,54.71,566,44.16,Major Repair
Phagwara Bus Stand,Transport,31.2247,75.771,58.74,4.32,Loam,21.4,2,10.93,2.06,Steel,Isolated Footing,Good,182.21,84.04,616,25.08,Minor Repair
Phagwara Bus Stand,Transport,31.2247,75.771,154.64,4.72,Loam,30.9,3,18.04,1.6,Steel,Strip Footing,Poor,132.04,30.09,786,65.32,Unsafe
Phagwara Bus Stand,Transport,31.2247,75.771,36.68,4.39,Loam,22.2,2,4.45,2.19,Brick Masonry,Isolated Footing,Good,203.8,80.11,622,29.38,Minor Repair
Phagwara Bus Stand,Transport,31.2247,75.771,85.02,3.28,Loam,19.0,1,15.19,1.68,RCC,Raft Foundation,Poor,161.34,72.03,577,32.92,Minor Repair
Phagwara Bus Stand,Transport,31.2247,75.771,0.0,2.16,Loam,12.8,5,9.85,2.51,RCC,Raft Foundation,Good,154.89,80.52,658,20.37,Good
Phagwara Bus Stand,Transport,31.2247,75.771,42.8,2.79,Loam,20.5,4,11.99,1.87,RCC,Isolated Footing,Poor,172.63,61.42,590,44.16,Major Repair
Phagwara Bus Stand,Transport,31.2247,75.771,29.48,2.52,Loam,3.7,2,9.52,3.1,RCC,Pile Foundation,Good,233.72,81.85,397,10.58,Good
Phagwara Bus Stand,Transport,31.2247,75.771,3.32,3.48,Loam,16.4,3,14.54,2.86,Steel,Raft Foundation,Good,200.87,89.89,424,19.65,Good
Phagwara Bus Stand,Transport,31.2247,75.771,62.99,3.53,Loam,12.4,2,13.08,1.91,RCC,Strip Footing,Good,164.75,65.15,558,27.95,Minor Repair
Phagwara Bus Stand,Transport,31.2247,75.771,115.84,4.59,Loam,18.7,3,16.87,1.9,Steel,Raft Foundation,Good,180.41,74.43,572,34.26,Minor Repair
Phagwara Bus Stand,Transport,31.2247,75.771,138.26,3.25,Loam,24.4,3,16.66,1.34,Steel,Strip Footing,Moderate,198.57,66.88,903,46.08,Major Repair
Phagwara Bus Stand,Transport,31.2247,75.771,65.0,5.22,Loam,33.7,5,20.92,0.02,Brick Masonry,Strip Footing,Poor,156.49,40.13,1044,83.71,Unsafe
Phagwara Bus Stand,Transport,31.2247,75.771,17.01,2.24,Loam,8.8,1,7.35,2.17,RCC,Raft Foundation,Good,198.19,72.43,341,5.32,Good
Phagwara Bus Stand,Transport,31.2247,75.771,127.12,4.36,Loam,20.9,3,11.73,2.11,RCC,Raft Foundation,Poor,186.56,81.59,401,31.7,Minor Repair
Phagwara Bus Stand,Transport,31.2247,75.771,104.06,3.99,Loam,25.0,1,12.1,1.14,Brick Masonry,Pile Foundation,Poor,143.63,64.82,835,47.84,Major Repair
Phagwara Bus Stand,Transport,31.2247,75.771,4.37,4.18,Loam,15.4,3,14.56,1.53,Steel,Isolated Footing,Poor,186.12,77.14,603,38.39,Minor Repair
Phagwara Bus Stand,Transport,31.2247,75.771,50.14,3.22,Loam,24.0,4,20.61,1.88,RCC,Raft Foundation,Moderate,152.49,47.69,741,43.55,Major Repair
